misconception_id,misconception,tweet,tweet_id,label
21,Fennel tea cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",1233913701180280832,na
33,Eating cabbage prevents coronavirus infection.,LG Display halts work at phone screen factory after coronavirus infection via,1233909856001765376,na
61,Lions were freed to keep people off the streets in Moscow.,"Man, who woulda thunk the bioweapon China released to stop people from rioting in China would actually stop china from destroying the rest of the world.",1233967763963744256,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"I assume it's the same for other coronaviruses like SARS &amp; MERS, as well as other reportable diseases. I guess right now the focus is on containing the spread. They'll prob evolve their handling of it. It may even get to the point where Covid-19 is endemic. Hoping for a vaccine!",1233909965259145216,na
9,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19,1233972079726219264,na
29,Clapping will kill coronavirus.,Cough around me and I will kill you faster than #coronavirus.,1233994072555020288,na
3,Coronavirus is genetically engineered.,corona virus is the result of a CHICOM biowar cockup.,1233912279705378816,pos
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Thanks for #StandWithHongKong to #FightForFreedom. #PoliceBrutality never stopped happening in #HongKong. And these 30,000 police force are budgeted with HK$25,000,000,000 for coming fiscal year. Justice?",1233963810517422080,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,Coronavirus Facts: What you need to know if you have chronic illness or are immune-compromised.,1233921508185169920,na
30,Blowing conch shells destroys coronavirus potency.,World is facing the risk of coronavirus pandemic. It's very important to take precautions to prevent it. Asharamji Bapu has many times explained that burning cowdung cakes purifies atmosphere &amp; kills harmful germs. Let's #AdoptVedicHoliPreventCorona .,1233966317419581440,na
33,Eating cabbage prevents coronavirus infection.,Self-quarantine may provide option to slow spread of #coronavirus,1233922716056551424,na
24,Coronavirus is cured by shuanghuanglian.,"Doctor Jiang Xueqing, a Medical Hero passed away in #Wuhan #China
#coronavirus #COVID19",1233986808913879040,na
55,Drinking Corona-brand beer causes COVID-19.,B.C. health officials announce 8th case of COVID-19 in woman visiting from Iran  #COVID19 #BC #coronavirus,1233946722637713408,na
9,Africans are more resistant to coronavirus.,"Two more cases of novel coronavirus have been confirmed in Pakistan, taking the total number of such cases to",1233957865616019456,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,The Illinois Department of Public Health and Cook County Department of Public Health announced Saturday that one Illinois patient has tested positive for COVID-19.,1233981030295580672,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Sounds like more than 80,000 #COVID19 cases to me.

""14,000 medical aid workers from across #China have come to #Wuhan, but “we need much more help...medical staff from around the world to come to China now, to help us in this battle.”""  via",1233924053695488000,na
9,Africans are more resistant to coronavirus.,How the hell does Italy have more cases of Coronavirus than India?,1233936820234326016,na
3,Coronavirus is genetically engineered.,Coronavirus was invented and was proposed to be used as a,1233933929859731456,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,Cancelled events and falling markets as Europe confronts Covid-19 | World news | The Guardian,1233978442162401280,na
10,Coronavirus is caused by 5G.,"Characteristics of and Important Lessons From the Coronavirus Disease 2019 (#COVID2019) Outbreak in China
Summary of a Report of 72.314 Cases From the Chinese Center for Disease Control and Prevention",1233969701367222272,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"#Hunt for the #Surrey #coronavirus #spreader: #Doctor is a suspected case at #health centre where #UK's 20th victim - the first to catch the virus in #Britain - is a patient, another confirmed case is from the area and two schools are shut via",1233923938666864640,na
55,Drinking Corona-brand beer causes COVID-19.,"Imagine if it jumps to our pets? A #doghastestedpositive for ‘#lowlevel’ #coronavirus disease or (#COVID-19). February 26, the dog of a patient who tested positive. Oral, nasal &amp; rectal samples collected of the #virus. The dog is now",1233963767723175936,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.","112 people, housed at quarantine facility in Delhi after being evacuated from Wuhan in China, tested negative for #CoronaVirusUpdate: Official. #COVID19",1233986002668138496,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"Spanish who visited Belgium very ill

A 39-year-old woman was admitted to a hospital in Navarra, Spain, who became infected with the #coronavirus. The woman was in Belgium for a few days last week, the Spanish authorities report.

1/4

#COVID19 #SARSCoV2",1233914567132139520,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"Scientists and drug companies are racing to develop and test treatments and vaccines that address COVID-19, the disease caused by the novel",1233954181347729408,na
30,Blowing conch shells destroys coronavirus potency.,"Important hearing being suppressed by coronavirus frenzy. Give it a read.

",1233944909658361856,na
42,Vitamin D pills prevent COVID-19.,NIH begins clinical trial of drug to treat COVID-19 | UNMC,1233917255286693888,na
36,Chloroquine can cure coronavirus,The Illinois Department of Public Health and Cook County Department of Public Health announced Saturday that one Illinois patient has tested positive for COVID-19.,1233981238555422720,na
2,Drinking large amounts of water will protect against coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus via,1233928459044478976,na
2,Drinking large amounts of water will protect against coronavirus.,"Muslims Say Prayer and Faith Will Protect them from Coronavirus

REALLY",1233942227006738432,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"“Some patients infected with COVID-19 are currently being treated with a variety of anti-viral drugs, some with a price tag upwards of $1,000 per injection, Mbikay says.

Quercetin, by comparison, would cost just $2 per day.”",1233943209769762816,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.","""Two medical workers performed a 'Swan Lake' dance routine to celebrate coronavirus patients discharging from hospital in Lingbi county, Anhui Province, China, 2020.""

A zine by PAY2PLAY via Weibo user 肉匠:",1233963780058411008,na
33,Eating cabbage prevents coronavirus infection.,LG Display halts work at phone screen factory after coronavirus infection,1233912220154613760,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,COVID-19 is the diversion tactic being employed for covertly bringing the mullet back ironically.,1233937681106767872,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","Two in isolation ward in Tirupati, Vizag over COVID-19 fears via",1233953926602313728,na
55,Drinking Corona-brand beer causes COVID-19.,"TOP STORIES 

- Washington state patient 1st in US to die from COVID-19.
- Weekend activities at Lake Oswego schools cancelled over virus. has a live report. 
- Worker dies at Wilsonville Coca-Cola plant.
Watch live at 5 &amp;",1233905595641524224,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,Trump introduces new travel restrictions for arrivals from Iran amid covid-19,1233908974472302592,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"Trump's calculus of trying to downgrade Covid-19 to something that only affects the ""unhealthy"" is laughable. We all have elders we love, and we all probably think the longer they live the better. Moreover, some of us are ""healthy"", but have risk factors that make C-19 scary AF",1233930847276765184,na
10,Coronavirus is caused by 5G.,"The first fatality from the novel coronavirus has been confirmed on US soil, as Trump urged Americans not to panic.",1233966296087302144,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,"How does this video concern Buhari and APC... Which kin people are we in this country for God sake...
All our life is full of hate and bad wishes to our dear Nation...
This is d time where everyone is on synergy to defeat Covid-19...
Why this hatred?
Nigeria will succeed 🇳🇬 🇳🇬 🇳🇬",1233908058046238720,na
